House of the Dead,2.0,horror,90,false,false
Disaster Movie,1.9,comedy,87,false,false
Jaws: The Revenge,2.9,adventure,horror,thriller,89,false,true
Hercules in New York,3.2,adventure,family,fantasy,75,false,false
The Emoji Movie,3.2,adventure,comedy,86,true,true
The Godfather,9.2,crime,drama,175,false,false
The Lord of the Rings: The Return of the King,8.9,adventure,drama,fantasy,201,false,true
The Lion King,8.5,adventure,drama,88,true,false
Jurassic Park,8.1,adventure,thriller,scifi,127,false,false
Inside out,8.2,adventure,comedy,95,true,true
House of the Dead,2.0,horror,90,false,false
Disaster Movie,1.9,comedy,87,false,false
Jaws: The Revenge,2.9,adventure,horror,thriller,89,false,true
Hercules in New York,3.2,adventure,family,fantasy,75,false,false
The Emoji Movie,3.2,adventure,comedy,86,true,true
The Godfather,9.2,crime,drama,175,false,false
The Lord of the Rings: The Return of the King,8.9,adventure,drama,fantasy,201,false,true
The Lion King,8.5,adventure,drama,88,true,false
Jurassic Park,8.1,adventure,thriller,scifi,127,false,false
Inside out,8.2,adventure,comedy,95,true,true
House of the Dead,2.0,horror,90,false,false
Disaster Movie,1.9,comedy,87,false,false
Jaws: The Revenge,2.9,adventure,horror,thriller,89,false,true
Hercules in New York,3.2,adventure,family,fantasy,75,false,false
The Emoji Movie,3.2,adventure,comedy,86,true,true
The Godfather,9.2,crime,drama,175,false,false
The Lord of the Rings: The Return of the King,8.9,adventure,drama,fantasy,201,false,true
The Lion King,8.5,adventure,drama,88,true,false
Jurassic Park,8.1,adventure,thriller,scifi,127,false,false
Inside out,8.2,adventure,comedy,95,true,true
House of the Dead,2.0,horror,90,false,false
Disaster Movie,1.9,comedy,87,false,false
Jaws: The Revenge,2.9,adventure,horror,thriller,89,false,true
Hercules in New York,3.2,adventure,family,fantasy,75,false,false
The Emoji Movie,3.2,adventure,comedy,86,true,true
The Godfather,9.2,crime,drama,175,false,false
The Lord of the Rings: The Return of the King,8.9,adventure,drama,fantasy,201,false,true
The Lion King,8.5,adventure,drama,88,true,false
Jurassic Park,8.1,adventure,thriller,scifi,127,false,false
Inside out,8.2,adventure,comedy,95,true,true
